0.000000000000000000e+00 0.000000000000000000e+00 -inf -inf -inf 0.000000000000000000e+00
1.999999955296516418e-02 1.999974250793457031e-02 -6.946863733114544459e+01 -6.946863733114544459e+01 -6.345536562070161324e+01 5.367358722498151609e-03
3.999999910593032837e-02 3.999948501586914062e-02 -3.473431866557272230e+01 -3.473431866557272230e+01 -2.875632995885066734e+01 2.134451975850873776e-02
5.999999865889549255e-02 5.999922752380371094e-02 -2.315621244371515175e+01 -2.315621244371515175e+01 -1.723620388755997013e+01 4.756186605581848997e-02
7.999999821186065674e-02 7.999897003173828125e-02 -1.736715933278636115e+01 -1.736715933278636115e+01 -1.152662680640935733e+01 8.342017219895976610e-02
1.000000014901161194e-01 9.999871253967285156e-02 -1.389372746622908927e+01 -1.389372746622908927e+01 -8.152554766574475309e+00 1.281148089534382417e-01
1.199999973177909851e-01 1.199984550476074219e-01 -1.157810622185757587e+01 -1.157810622185757587e+01 -5.954218685898405639e+00 1.806677007665509482e-01
1.400000005960464478e-01 1.399981975555419922e-01 -9.924091047306493607e+00 -9.924091047306493607e+00 -4.433185013185696022e+00 2.399652675225638077e-01
1.599999964237213135e-01 1.599979400634765625e-01 -8.683579666393180574e+00 -8.683579666393180574e+00 -3.338934734851110253e+00 3.048002912363325656e-01
1.800000071525573730e-01 1.799976825714111328e-01 -7.718737481238383324e+00 -7.718737481238383324e+00 -2.531113910811971124e+00 3.739154954732412106e-01
2.000000029802322388e-01 1.999974250793457031e-01 -6.946863733114544637e+00 -6.946863733114544637e+00 -1.924482832431147594e+00 4.460466172449432110e-01
2.199999988079071045e-01 2.199971675872802734e-01 -6.315330666467768417e+00 -6.315330666467768417e+00 -1.463932044093200435e+00 5.199628841975321158e-01
2.399999946355819702e-01 2.399969100952148438e-01 -5.789053110928787937e+00 -5.789053110928787937e+00 -1.112019355143727850e+00 5.945030699589839429e-01
2.599999904632568359e-01 2.599966526031494141e-01 -5.343741333165034746e+00 -5.343741333165034746e+00 -8.422782883767122586e-01 6.686056644153540729e-01
2.800000011920928955e-01 2.799963951110839844e-01 -4.962045523653246804e+00 -4.962045523653246804e+00 -6.354048866505904725e-01 7.413321333722048267e-01
3.000000119209289551e-01 2.999961376190185547e-01 -4.631242488743030350e+00 -4.631242488743030350e+00 -4.769729602580074501e-01 8.118827191148947353e-01
3.199999928474426270e-01 3.199958801269531250e-01 -4.341789833196590287e+00 -4.341789833196590287e+00 -3.560034459560735276e-01 8.796047139276643723e-01
3.400000035762786865e-01 3.399956226348876953e-01 -4.086390431243850152e+00 -4.086390431243850152e+00 -2.640317934722051230e-01 9.439935882314701709e-01
3.600000143051147461e-01 3.599953651428222656e-01 -3.859368740619191662e+00 -3.859368740619191662e+00 -1.944766037806136272e-01 1.004687743366082131e+00
3.799999952316284180e-01 3.799951076507568359e-01 -3.656244070060286511e+00 -3.656244070060286511e+00 -1.421966544782939657e-01 1.061457962283801626e+00
4.000000059604644775e-01 3.999948501586914062e-01 -3.473431866557272318e+00 -3.473431866557272318e+00 -1.031695644139680040e-01 1.114192833687025042e+00
4.199999868869781494e-01 4.199945926666259766e-01 -3.308030349102164092e+00 -3.308030349102164092e+00 -7.425159683581637748e-02 1.162881519497720673e+00
4.399999976158142090e-01 4.399943351745605469e-01 -3.157665333233884208e+00 -3.157665333233884208e+00 -5.299346170124245858e-02 1.207595224071400741e+00
4.600000083446502686e-01 4.599940776824951172e-01 -3.020375536136758132e+00 -3.020375536136758132e+00 -3.749616255123103259e-02 1.248468616666771558e+00
4.799999892711639404e-01 4.799938201904296875e-01 -2.894526555464393969e+00 -2.894526555464393969e+00 -2.629651159154883580e-02 1.285682273710022638e+00
5.000000000000000000e-01 4.999935626983642578e-01 -2.778745493245818210e+00 -2.778745493245818210e+00 -1.827536280424583645e-02 1.319446966747181760e+00
