0.000000000000000000e+00 -inf -inf 1.848560368716917549e-02 -inf 0.000000000000000000e+00
9.999999776482582092e-03 -1.389289937423563117e+02 -1.329068429204146753e+02 1.852208421152349779e-02 -1.389134370814918498e+02 0.000000000000000000e+00
1.999999955296516418e-02 -6.946449687117815586e+01 -6.345122657027275892e+01 1.863138179917169998e-02 -6.945771143376229873e+01 0.000000000000000000e+00
2.999999932944774628e-02 -4.630966458078544434e+01 -4.031114281738815208e+01 1.881306506216717453e-02 -4.631744599761469061e+01 0.000000000000000000e+00
3.999999910593032837e-02 -3.473224843558907793e+01 -2.875426530747639120e+01 1.906641691268171415e-02 -3.476031513585241584e+01 0.000000000000000000e+00
5.000000074505805969e-02 -2.778579874847126518e+01 -2.183403641300027687e+01 1.939043739328802016e-02 -2.783976222089570030e+01 0.000000000000000000e+00
5.999999865889549255e-02 -2.315483229039272217e+01 -1.723483606654588840e+01 1.978384762370341554e-02 -2.324016846421089610e+01 0.000000000000000000e+00
7.000000029802322388e-02 -1.984699910605090523e+01 -1.396414999045197192e+01 2.024509484841776827e-02 -1.996902114089226288e+01 0.000000000000000000e+00
7.999999821186065674e-02 -1.736612421779453896e+01 -1.152561308265923756e+01 2.077235856528254071e-02 -1.752995696938266335e+01 0.000000000000000000e+00
9.000000357627868652e-02 -1.543655486026181300e+01 -9.643358575054685744e+00 2.136355771087242866e-02 -1.564711126263252261e+01 0.000000000000000000e+00
1.000000014901161194e-01 -1.389291593510812461e+01 -8.151774976293069130e+00 2.201635073547345348e-02 -1.415487487084630480e+01 0.000000000000000000e+00
1.099999994039535522e-01 -1.262990852203239278e+01 -6.945310137437808784e+00 2.272818550677918950e-02 -1.294769819721973825e+01 0.000000000000000000e+00
1.199999973177909851e-01 -1.157741614519636109e+01 -5.953573501453519157e+00 2.349622809144349955e-02 -1.195519351865078406e+01 0.000000000000000000e+00
1.299999952316284180e-01 -1.068684567248894801e+01 -5.127686050644002513e+00 2.431745523185427360e-02 -1.112848484070085675e+01 0.000000000000000000e+00
1.400000005960464478e-01 -9.923491103617976705e+00 -4.432644333479769827e+00 2.518863628573371830e-02 -1.043257194248274544e+01 0.000000000000000000e+00
1.500000059604644775e-01 -9.261932916157087803e+00 -3.842718963751727834e+00 2.610630081371995495e-02 -9.841728908226716754e+00 0.000000000000000000e+00
1.599999964237213135e-01 -8.683062108897269482e+00 -3.338489689967734986e+00 2.706685883930534664e-02 -9.336539076417139427e+00 0.000000000000000000e+00
1.700000017881393433e-01 -8.172293749550371800e+00 -2.905053239860822423e+00 2.806650845573735800e-02 -8.902102976693793579e+00 0.000000000000000000e+00
